;Year;Month;Day;H;M;S;Lat;Lon;Depth;K;Mag;Energy E, MJ(megajoul).
;2006;11;10;6;41;46;41,81;72,28;15;9,1;2,8;0,000
;2006;11;10;11;0;51;39,52;73,21;5;8,9;2,7;0,000
;2006;11;13;8;30;39;40,21;70,77;5;7,8;2,1;0,000
;2006;11;13;20;21;4;40,3;63,6;5;8,9;2,7;0,000
;2006;11;15;2;17;27;39,9;74,6;5;8;2,2;0,000
;2006;11;15;18;8;28;40,52;73,41;5;9,2;2,9;0,000
;2006;11;16;14;28;44;40,88;70,4;5;8,8;2,7;0,000
;2006;11;19;10;50;16;39,81;73,79;10;8;2,2;0,000
;2006;11;20;10;32;14;41,16;71,34;5;8;2,2;0,000
;2006;11;21;5;50;4;40,57;73,59;15;9,3;2,9;0,000
;2006;11;22;8;13;15;40,3;73,48;15;8,6;2,6;0,000
;2006;11;23;1;4;43;40,44;69,78;10;9,8;3,2;0,001
;2006;11;23;7;0;6;40,43;72,09;10;8,9;2,7;0,000
;2006;11;25;10;22;54;42,11;69,75;15;9,3;2,9;0,000
;2006;11;26;3;13;16;40,5;73,91;15;9,2;2,9;0,000
;2006;11;26;22;7;48;40,38;73,87;15;8,8;2,7;0,000
;2006;11;27;4;18;13;40,18;70,29;5;8,2;2,3;0,000
;2006;11;28;3;29;9;39,8;70,24;10;8,1;2,3;0,000
;2006;11;29;18;13;53;39,91;69,24;5;8,6;2,6;0,000
;2006;12;1;8;56;36;41,98;72,05;5;7,9;2,2;0,000
;2006;12;4;3;51;4;39,54;72,94;15;10,1;3,4;0,001
;2006;12;4;4;36;55;39,71;73,23;5;10,1;3,4;0,001
;2006;12;4;19;34;43;40,57;70,01;5;8,6;2,6;0,000
;2006;12;5;3;20;58;39,55;72,94;5;8,9;2,7;0,000
;2006;12;7;17;8;5;39,55;73,04;15;8,6;2,6;0,000
;2006;12;7;20;51;23;39,87;71,47;5;7,6;2,0;0,000
;2006;12;9;0;25;26;39,51;72,16;15;10,2;3,4;0,002
;2006;12;12;2;13;35;42,07;71,39;5;8,8;2,7;0,000
;2006;12;13;3;11;11;42,18;72,37;5;8,9;2,7;0,000
;2006;12;13;4;39;31;40,3;73,9;5;9;2,8;0,000
;2006;12;14;19;53;20;40,2;63,24;15;9,3;2,9;0,000
;2006;12;14;21;33;32;40,55;70,5;5;8,6;2,6;0,000
;2006;12;17;15;36;7;39,56;73,34;15;8,6;2,6;0,000
;2006;12;19;11;49;27;41,71;68,95;10;8;2,2;0,000
;2006;12;24;6;39;27;40,51;73,42;5;9,3;2,9;0,000
;2006;12;24;7;1;43;40,69;73,36;5;9,6;3,1;0,000
;2006;12;25;2;51;55;40,75;73,48;10;8,4;2,4;0,000
;2006;12;25;3;43;34;40,34;72,12;15;9,3;2,9;0,000
;2006;12;31;4;11;2;40,47;71,98;10;8,3;2,4;0,000
;2006;12;31;8;33;22;40,82;66,95;5;8,6;2,6;0,000
;2007;1;1;12;30;11;40,58;63,16;5;8;2,2;0,000
;2007;1;2;16;18;58;40,4;72,28;5;10;3,3;0,001
;2007;1;2;16;28;54;40,5;72,3;15;8,8;2,7;0,000
;2007;1;4;13;12;21;42,16;72,67;5;9,1;2,8;0,000
;2007;1;5;4;8;7;40,41;69,51;20;9,2;2,9;0,000
;2007;1;6;3;34;35;41,73;71,53;5;9,8;3,2;0,001
;2007;1;8;18;25;0;39,78;70,47;15;10,3;3,5;0,002
;2007;1;8;18;33;14;39,68;70,22;10;10,4;3,6;0,003
;2007;1;8;18;38;14;39,75;70,43;5;9,2;2,9;0,000
;2007;1;8;19;29;25;39,81;70,26;5;8,4;2,4;0,000
;2007;1;8;23;22;31;39,77;70,29;10;9;2,8;0,000
;2007;1;8;21;32;36;39,8;70,41;5;7,8;2,1;0,000
;2007;1;8;21;37;10;39,72;70,32;10;8,4;2,4;0,000
;2007;1;8;23;26;57;39,75;70,21;15;8,4;2,4;0,000
;2007;1;8;23;51;28;39,73;70,22;15;8,3;2,4;0,000
;2007;1;9;0;56;52;39,73;70,39;10;9,3;2,9;0,000
;2007;1;9;1;9;8;39,5;70,17;5;7,3;1,8;0,000
;2007;1;9;1;10;58;39,71;70,42;5;8,4;2,4;0,000
;2007;1;9;4;26;38;39,7;70,31;5;8,9;2,7;0,000
;2007;1;9;11;13;39;39,71;70,29;10;9,2;2,9;0,000
;2007;1;9;14;52;36;39,78;70,1;15;8,9;2,7;0,000
;2007;1;9;18;32;4;40;70,3;5;6,7;1,5;0,000
;2007;1;9;18;44;49;39,7;70,36;10;8,5;2,5;0,000
;2007;1;10;1;9;2;39,72;70,37;15;9,2;2,9;0,000
;2007;1;10;2;3;53;40;70,4;5;7,9;2,2;0,000
;2007;1;10;8;46;27;39,7;70,4;5;9,1;2,8;0,000
;2007;1;10;10;55;21;39,73;70,35;10;8,9;2,7;0,000
;2007;1;11;5;42;13;39,59;70,26;15;9,6;3,1;0,000
;2007;1;12;9;28;3;40,75;70,07;15;8,2;2,3;0,000
;2007;1;12;13;20;35;40,18;71,49;5;8,3;2,4;0,000
;2007;1;13;19;50;54;39,72;70,43;10;8,3;2,4;0,000
;2007;1;16;2;40;35;39,7;70,46;10;9,1;2,8;0,000
;2007;1;16;3;57;35;39,68;72,66;15;9,6;3,1;0,000
;2007;1;16;6;32;32;39,7;70,42;5;8,4;2,4;0,000
;2007;1;16;11;14;16;39,5;71,1;5;10;3,3;0,001
;2007;1;16;18;0;26;39,68;70,53;10;8,1;2,3;0,000
;2007;1;17;20;9;30;41,2;71,9;5;8,4;2,4;0,000
;2007;1;19;15;29;30;39,72;70,33;5;8,5;2,5;0,000
;2007;1;19;10;10;41;41,15;72,33;10;8,2;2,3;0,000
;2007;1;22;9;16;41;39,72;70,31;15;10,2;3,4;0,002
;2007;1;22;17;3;4;40,72;73,69;20;9;2,8;0,000
;2007;1;22;18;37;55;40,98;72,58;5;8;2,2;0,000
;2007;1;23;13;41;7;41,6;72,61;15;8,7;2,6;0,000
;2007;1;24;19;5;50;41,29;72,39;5;8,2;2,3;0,000
;2007;1;24;20;17;50;39,82;70,37;5;8,1;2,3;0,000
;2007;1;24;17;36;5;41,18;71,85;5;11,3;4,1;0,020
;2007;1;25;10;28;41;40,71;73,4;5;8,6;2,6;0,000
;2007;1;25;13;28;15;41,3;72,58;15;7,9;2,2;0,000
;2007;1;25;20;47;33;41,21;72,18;15;8,1;2,3;0,000
;2007;1;26;0;29;0;41,06;71,87;10;9,4;3,0;0,000
;2007;1;26;2;56;41;41,09;71,94;10;9,7;3,2;0,001
;2007;1;26;2;56;44;40,8;71,69;5;10,9;3,8;0,008
;2007;1;26;0;29;4;41,1;71,8;5;9,8;3,2;0,001
;2007;1;27;1;53;57;40,8;71,58;15;11,1;3,9;0,013
;2007;1;27;2;44;17;40,72;71,93;5;9,7;3,2;0,001
;2007;1;27;17;19;43;40,98;71,91;10;8,6;2,6;0,000
;2007;1;27;1;53;58;40,82;71,35;5;12,3;4,6;0,200
;2007;1;30;18;5;15;39,75;70,9;15;7,9;2,2;0,000
;2007;1;30;18;31;15;39,75;70,97;5;7,8;2,1;0,000
;2007;1;30;23;58;52;40,5;63,6;5;9,6;3,1;0,000
;2007;1;31;10;4;29;39,7;70,3;5;7,7;2,1;0,000
;2007;1;31;0;24;47;40,39;72,69;5;8,2;2,3;0,000
;2007;1;31;10;52;35;39,99;70,49;10;12;4,4;0,100
;2007;1;31;11;13;53;39,84;70,24;5;8,8;2,7;0,000
;2007;1;31;11;17;36;39,68;70,35;10;8,4;2,4;0,000
;2007;1;31;17;42;49;41,03;71,89;5;7,7;2,1;0,000
;2007;1;31;10;52;39;40,12;70,71;5;12;4,4;0,100
;2007;2;1;4;31;42;40,56;73,28;15;8,4;2,4;0,000
;2007;2;1;17;49;30;39,82;70,76;15;8,2;2,3;0,000
;2007;2;2;7;34;12;40,71;72,35;5;8,4;2,4;0,000
;2007;2;2;21;22;3;41,15;72,46;5;10,6;3,7;0,004
;2007;2;2;22;30;45;41,09;72,22;5;9;2,8;0,000
;2007;2;2;22;49;53;40,74;71,67;5;8,6;2,6;0,000
;2007;2;5;1;7;45;39,71;70,41;5;8;2,2;0,000
;2007;2;5;6;50;47;39,68;73,04;15;7,9;2,2;0,000
;2007;2;5;16;11;58;41,14;72,39;10;7,7;2,1;0,000
;2007;2;5;18;28;58;41,05;72,17;5;11,4;4,1;0,025
;2007;2;5;18;42;3;41,18;72,26;5;8,4;2,4;0,000
;2007;2;6;1;16;36;39,98;71,03;15;7,6;2,0;0,000
;2007;2;6;8;13;53;41,03;71,94;15;8,2;2,3;0,000
;2007;2;6;11;13;59;40;71,9;5;7,7;2,1;0,000
;2007;2;6;16;41;39;41,05;71,11;5;8,2;2,3;0,000
;2007;2;7;2;30;45;41,15;72,42;5;10,4;3,6;0,003
;2007;2;7;2;52;49;41,13;72,3;5;9,7;3,2;0,001
;2007;2;9;0;44;55;40,59;70,87;5;7,9;2,2;0,000
;2007;2;9;7;9;24;40,59;71,12;5;8;2,2;0,000
;2007;2;9;7;12;20;40,91;71,14;5;7,1;1,7;0,000
;2007;2;9;19;0;3;40,43;71,12;15;7,1;1,7;0,000
;2007;2;10;10;35;38;39,59;71,93;15;8,4;2,4;0,000
;2007;2;10;11;50;7;40,54;71,05;5;7,4;1,9;0,000
;2007;2;10;19;39;16;41,08;71,15;5;8,5;2,5;0,000
;2007;2;11;19;8;17;40,73;70,61;5;7,9;2,2;0,000
;2007;2;11;23;48;4;39,61;71,97;15;8,6;2,6;0,000
;2007;2;13;14;10;5;40,59;73,5;5;8,5;2,5;0,000
;2007;2;14;0;53;7;41,36;73,67;5;8,7;2,6;0,000
;2007;2;16;4;14;20;40,08;71,58;5;10,7;3,7;0,005
;2007;2;16;15;26;46;38,8;68,8;5;8,7;2,6;0,000
;2007;2;19;4;32;46;41,1;71,93;5;8,3;2,4;0,000
;2007;2;20;16;37;32;39,59;72,69;5;8,4;2,4;0,000
;2007;2;23;14;18;1;40,25;72,3;5;7,2;1,8;0,000
;2007;2;26;23;45;40;41,12;72,18;10;7,6;2,0;0,000
;2007;2;27;4;12;29;41,56;73,18;5;7,4;1,9;0,000
;2007;2;28;3;18;55;40,61;73,17;10;9,9;3,3;0,001
;2007;2;28;9;7;5;40,77;73,76;5;8,6;2,6;0,000
;2007;3;2;10;33;49;38,89;73,22;25;9,3;2,9;0,000
;2007;3;2;12;57;3;41,25;73,16;5;9,8;3,2;0,001
;2007;3;6;17;24;16;40,3;71,96;5;7,8;2,1;0,000
;2007;3;9;8;27;40;39,5;72,69;5;8,6;2,6;0,000
;2007;3;9;17;58;19;39,63;72,21;5;8,8;2,7;0,000
;2007;3;12;16;36;45;39,73;70,47;5;8,6;2,6;0,000
;2007;3;12;17;39;44;41,81;73,12;5;9,5;3,1;0,000
;2007;3;13;6;52;44;39,39;72,57;5;7,9;2,2;0,000
;2007;3;14;18;25;40;39,93;73,58;10;9,8;3,2;0,001
;2007;3;14;0;0;49;42,4;70,4;5;8,6;2,6;0,000
;2007;3;14;11;17;11;40,09;69,69;5;9,6;3,1;0,000
;2007;3;19;14;23;51;39,68;72,01;25;8,8;2,7;0,000
;2007;3;20;3;17;47;41,97;72,76;5;10,2;3,4;0,002
;2007;3;21;10;6;45;39,52;72,44;5;8,9;2,7;0,000
;2007;3;23;12;50;47;40,63;71,79;5;7,5;1,9;0,000
;2007;3;23;19;48;41;39,66;70,5;5;8,2;2,3;0,000
;2007;3;24;13;48;5;40;70,5;5;8,6;2,6;0,000
;2007;3;24;23;1;17;39,53;72,76;5;10,1;3,4;0,001
;2007;3;26;9;14;26;39,03;70,74;5;10,3;3,5;0,002
;2007;3;27;2;43;22;40,78;71,28;25;8,4;2,4;0,000
;2007;3;27;10;35;20;39,9;72,4;5;8;2,2;0,000
;2007;3;28;3;12;7;39,29;71,6;5;11,3;4,1;0,020
;2007;3;28;3;46;31;39,31;71,53;5;8,4;2,4;0,000
;2007;3;28;19;48;40;39,61;72,29;5;8,8;2,7;0,000
;2007;3;30;1;16;9;39,66;70,54;5;8,1;2,3;0,000
;2007;4;1;18;50;11;39,55;73,1;5;8,5;2,5;0,000
;2007;4;2;10;21;33;39,73;70,28;5;8,3;2,4;0,000
;2007;4;2;19;22;7;41,1;72,69;10;8,2;2,3;0,000
;2007;4;3;20;12;41;40,57;72,91;5;8,1;2,3;0,000
;2007;4;7;23;43;35;40,77;73,33;5;9,5;3,1;0,000
;2007;4;9;14;21;49;40,64;71,46;5;8,9;2,7;0,000
;2007;4;11;16;40;30;40,59;71,87;5;9,5;3,1;0,000
;2007;4;12;5;44;28;40,36;73,26;5;8,6;2,6;0,000
;2007;4;13;8;10;19;40,57;71,97;25;9,5;3,1;0,000
;2007;4;13;12;49;1;40,56;72,01;25;8,2;2,3;0,000
;2007;4;14;6;28;41;40,7;72,69;5;8;2,2;0,000
;2007;4;14;8;34;13;39,59;72,69;5;8,6;2,6;0,000
;2007;4;14;18;50;40;40,48;71,81;5;7,6;2,0;0,000
;2007;4;15;13;27;29;40,93;71,39;20;9;2,8;0,000
;2007;4;15;14;47;52;39,59;72,6;5;9,1;2,8;0,000
;2007;4;15;15;38;24;40,71;73,29;25;9,5;3,1;0,000
;2007;4;15;16;31;26;40,61;71,64;5;9,2;2,9;0,000
;2007;4;15;18;53;14;39,59;72,73;5;9;2,8;0,000
;2007;4;15;19;31;20;39,68;72,72;5;8;2,2;0,000
;2007;4;16;8;11;10;40,59;71,68;5;9,1;2,8;0,000
;2007;4;16;16;27;14;40,86;71,47;15;9,3;2,9;0,000
;2007;4;18;3;25;36;39,56;72,65;5;7,9;2,2;0,000
;2007;4;20;19;3;19;39,5;72,69;5;9,6;3,1;0,000
;2007;4;23;3;40;41;40,52;71,61;15;8,4;2,4;0,000
;2007;4;24;0;40;35;41,69;71,29;25;9;2,8;0,000
;2007;4;26;5;27;40;41,1;73,3;5;8,6;2,6;0,000
;2007;4;27;6;23;3;41,17;73,12;5;9,1;2,8;0,000
;2007;4;29;19;11;12;41,14;71,51;5;10,3;3,5;0,002
;2007;5;2;7;1;27;41,14;71,92;5;8,1;2,3;0,000
;2007;5;2;18;41;30;40,4;63,5;5;10;3,3;0,001
;2007;5;3;13;33;5;39,54;72,99;5;8,2;2,3;0,000
;2007;5;4;0;9;17;39,88;71,58;10;7,6;2,0;0,000
;2007;5;6;16;11;34;39,71;72,26;5;9,2;2,9;0,000
;2007;5;8;12;31;23;39,61;73,43;5;9,5;3,1;0,000
;2007;5;11;19;34;29;40,05;72,48;15;9;2,8;0,000
;2007;5;13;14;51;26;39,55;72,66;5;8;2,2;0,000
;2007;5;14;3;10;38;39,5;73,37;25;8,7;2,6;0,000
;2007;5;15;10;53;38;40,25;72,05;5;7,6;2,0;0,000
;2007;5;17;5;5;25;39,5;72,68;5;8,3;2,4;0,000
;2007;5;20;11;32;34;41,04;71,89;5;10,1;3,4;0,001
;2007;5;24;8;0;27;40,5;63,5;5;9,7;3,2;0,001
;2007;5;25;11;28;41;40,15;70,57;5;7,6;2,0;0,000
;2007;5;27;1;30;49;41,7;73,1;10;11,4;4,1;0,025
;2007;5;27;3;47;53;40,37;70,33;25;8,3;2,4;0,000
;2007;5;29;11;32;51;40,54;70,62;5;8,1;2,3;0,000
;2007;5;30;14;45;6;40,04;71,9;5;8;2,2;0,000
;2007;6;1;23;51;55;40,5;63,5;5;8,6;2,6;0,000
;2007;6;3;14;22;50;40,5;63,5;5;8,9;2,7;0,000
;2007;6;6;3;17;50;39,68;70,33;5;9,8;3,2;0,001
;2007;6;9;5;18;22;41,38;71,55;5;9,3;2,9;0,000
;2007;6;9;10;26;16;40,5;63,5;5;8,6;2,6;0,000
;2007;6;12;12;29;38;40,7;70,5;15;8,2;2,3;0,000
;2007;6;15;9;18;45;41,31;73,54;30;9,2;2,9;0,000
;2007;6;21;17;39;16;40,4;71,9;15;7,2;1,8;0,000
;2007;6;24;9;58;10;40,73;70,87;5;8,1;2,3;0,000
;2007;6;24;15;30;39;40,05;72,03;15;8,8;2,7;0,000
;2007;6;25;21;57;42;40,9;72,3;5;9,5;3,1;0,000
;2007;6;27;8;13;28;40,89;72,78;10;9,7;3,2;0,001
;2007;7;2;5;31;18;40,54;70,72;5;7,8;2,1;0,000
;2007;7;2;22;51;58;42,32;69,79;5;10,5;3,6;0,003
;2007;7;2;23;0;22;42,3;69,5;5;7,8;2,1;0,000
;2007;7;4;7;49;23;39,5;72,11;5;8,6;2,6;0,000
;2007;7;6;9;57;26;40,5;70,58;5;8,8;2,7;0,000
;2007;7;9;1;58;17;40,64;68,9;25;8,9;2,7;0,000
;2007;7;9;23;27;16;39,5;73,5;5;8,8;2,7;0,000
;2007;7;10;13;11;52;40;72,1;5;8;2,2;0,000
;2007;7;12;5;0;17;39,98;70,87;5;9,7;3,2;0,001
;2007;7;12;5;5;17;39,98;70,87;5;9,7;3,2;0,001
;2007;7;14;0;3;17;40,5;73,37;10;7,4;1,9;0,000
;2007;7;17;11;32;45;39,7;72,3;5;7,7;2,1;0,000
;2007;7;28;18;41;46;42,1;72,3;5;9;2,8;0,000
;2007;7;28;23;12;45;41,36;69,39;5;10,3;3,5;0,002
;2007;7;29;23;27;29;40,16;70,08;5;9,7;3,2;0,001
;2007;8;2;4;45;11;39,7;70,5;5;8,9;2,7;0,000
;2007;8;6;5;41;39;40,09;70,6;5;8,3;2,4;0,000
;2007;8;23;8;58;16;42,4;69,5;5;10,8;3,8;0,006
;2007;8;25;18;14;19;40,55;70,65;15;8,8;2,7;0,000
;2007;8;28;6;4;50;41,26;72,71;10;7,9;2,2;0,000
;2007;8;29;22;41;56;40,8;72,19;5;8,8;2,7;0,000
;2007;9;7;22;9;11;41,59;73,08;5;9,3;2,9;0,000
;2007;9;7;22;18;20;39,58;73,71;10;8,4;2,4;0,000
;2007;9;14;15;36;42;40,64;73,43;25;8,3;2,4;0,000
;2007;9;18;1;59;1;40,62;71,87;15;8,9;2,7;0,000
;2007;9;21;12;37;23;40,43;71,25;15;7,7;2,1;0,000
;2007;9;21;15;18;5;40,46;71,29;5;8,6;2,6;0,000
;2007;9;22;1;4;14;40,66;70,46;5;7,8;2,1;0,000
;2007;9;24;13;59;46;40,09;71,32;15;8,2;2,3;0,000
;2007;9;26;2;59;7;40,3;71,4;15;8;2,2;0,000
;2007;9;27;23;3;18;40,53;71,94;5;9,6;3,1;0,000
;2007;9;28;2;14;53;40,99;71,8;15;9,6;3,1;0,000
;2007;9;29;8;56;57;40,8;71,66;25;8,6;2,6;0,000
;2007;10;2;16;57;51;39,5;71,5;5;8,3;2,4;0,000
;2007;10;8;10;59;48;40,43;72,26;5;11;3,9;0,010
;2007;10;12;11;41;23;41,06;71,64;30;8,8;2,7;0,000
;2007;10;13;17;25;52;40,57;71,16;10;7,8;2,1;0,000
;2007;10;13;18;48;6;40,59;70,9;5;7,6;2,0;0,000
;2007;10;16;1;12;51;40,53;70,48;15;7,8;2,1;0,000
;2007;10;16;6;19;45;40,53;70,21;5;7,6;2,0;0,000
;2007;10;17;21;11;27;39,75;71,43;5;9,2;2,9;0,000
;2007;10;19;15;53;1;40,24;70,46;30;10,4;3,6;0,003
;2007;10;22;10;35;53;40,56;70,64;5;8,6;2,6;0,000
;2007;10;25;16;53;54;42,36;71,96;10;9;2,8;0,000
;2007;10;30;0;57;37;40,47;70,33;5;8,1;2,3;0,000
;2007;11;7;9;38;2;41,5;69,42;5;11;3,9;0,010
;2007;11;8;15;53;17;40,59;72,19;5;9;2,8;0,000
;2007;11;13;12;6;6;41,1;69,6;5;8;2,2;0,000
;2007;11;14;20;4;22;41,05;72,37;5;8,8;2,7;0,000
;2007;11;19;12;53;20;40,5;73,4;5;8,3;2,4;0,000
;2007;11;22;7;5;26;40,3;71,8;5;8,6;2,6;0,000
;2007;11;23;8;21;38;40,8;70,4;5;8;2,2;0,000
;2007;11;25;9;49;1;40,91;69,36;5;8,4;2,4;0,000
;2007;11;30;18;37;57;40,3;71,1;5;8,7;2,6;0,000
;2007;12;6;9;31;15;40,5;70,69;5;8,5;2,5;0,000
;2007;12;9;20;53;41;39,63;73,33;10;8,6;2,6;0,000
;2007;12;11;14;17;20;40,47;70,61;15;8,8;2,7;0,000
;2007;12;21;9;58;36;41,54;73,01;5;9,1;2,8;0,000
;2007;12;24;11;22;26;40,27;72,48;5;8;2,2;0,000
;2007;12;28;6;14;16;40,9;73,06;5;9,1;2,8;0,000
;2007;12;29;2;30;40;40,66;71,26;5;8,4;2,4;0,000
;2007;12;31;6;5;8;41,07;72,25;10;9,2;2,9;0,000
;2007;12;31;19;26;21;41,07;72,01;5;12;4,4;0,100
;2007;12;31;12;51;50;40,21;73,08;5;8,7;2,6;0,000
;2007;12;31;17;37;36;41,09;71,96;5;8,7;2,6;0,000
;2007;12;31;18;23;32;41,03;72,24;5;12,3;4,6;0,200
;2007;12;31;23;54;11;41,11;72,03;10;8,7;2,6;0,000
;2008;1;1;0;55;50;41,1;72,01;5;8,7;2,6;0,000
;2008;1;1;6;32;25;40,3;72,9;5;13;5,0;1,000
;2008;1;1;8;18;2;40,29;72,98;5;8,3;2,4;0,000
;2008;1;1;8;33;45;40,5;72,8;25;8,9;2,7;0,000
;2008;1;1;8;35;43;40,09;73,1;30;8,7;2,6;0,000
;2008;1;1;9;17;41;40,7;72;15;8,3;2,4;0,000
;2008;1;1;9;35;43;40,4;73,1;5;7,7;2,1;0,000
;2008;1;1;10;25;34;40,34;72,98;5;8,6;2,6;0,000
;2008;1;1;10;48;22;40,3;73;15;10,1;3,4;0,001
;2008;1;1;12;19;46;40,4;73,1;5;8,3;2,4;0,000
;2008;1;1;13;56;49;40,4;73;15;8;2,2;0,000
;2008;1;1;14;22;24;40,24;72,97;15;9,7;3,2;0,001
;2008;1;1;19;4;8;41;72;5;7,9;2,2;0,000
;2008;1;1;22;32;9;40,27;72,97;5;9,6;3,1;0,000
;2008;1;2;0;15;29;40,3;73;5;9,3;2,9;0,000
;2008;1;2;6;25;26;40,25;72,93;5;9,3;2,9;0,000
;2008;1;2;6;55;8;40,27;72,98;5;8,3;2,4;0,000
;2008;1;3;1;21;24;40,23;73,04;5;9,4;3,0;0,000
;2008;1;3;19;30;10;40,28;73,01;5;8,8;2,7;0,000
;2008;1;4;0;56;8;40,4;72,8;5;7,8;2,1;0,000
;2008;1;5;14;38;28;41,3;73,3;5;9,7;3,2;0,001
;2008;1;7;20;21;59;40,09;72,19;5;8,2;2,3;0,000
;2008;1;8;0;50;50;41,3;72,19;30;8,5;2,5;0,000
;2008;1;9;13;50;3;40,25;73,01;10;9,1;2,8;0,000
;2008;1;10;7;23;33;40,24;73,01;5;8,6;2,6;0,000
;2008;1;18;8;43;55;40,9;68,1;5;7,9;2,2;0,000
;2008;1;21;19;45;41;40,4;72,1;5;9,6;3,1;0,000
;2008;1;22;5;13;3;40,59;73,69;5;8,5;2,5;0,000
;2008;1;30;5;59;41;40,3;72,8;5;9,1;2,8;0,000
;2008;1;31;9;46;1;40,8;69,73;5;8,1;2,3;0,000
;2008;2;1;1;7;59;42;72,8;20;9,4;3,0;0,000
;2008;2;1;10;35;45;39,7;72,1;15;9,2;2,9;0,000
;2008;2;2;4;36;53;40,25;73,17;5;9,4;3,0;0,000
;2008;2;2;13;20;34;41,8;69,6;5;8,4;2,4;0,000
;2008;2;3;16;27;43;40,27;72,03;5;11,1;3,9;0,013
;2008;2;4;2;12;45;40;72,5;5;10,2;3,4;0,002
;2008;2;5;13;57;8;42,1;70,9;5;8,4;2,4;0,000
;2008;2;7;6;14;18;40,3;73,8;30;8,1;2,3;0,000
;2008;2;8;8;13;29;41,4;73,1;30;8,8;2,7;0,000
;2008;2;12;19;24;37;40,59;71,9;5;9,2;2,9;0,000
;2008;2;14;0;3;5;39,7;73,8;5;8,5;2,5;0,000
;2008;2;26;5;6;55;41,3;71,8;25;9,4;3,0;0,000
;2008;2;26;5;33;52;41,6;72,9;30;9,5;3,1;0,000
;2008;2;28;10;42;34;40,52;72,36;20;9,4;3,0;0,000
;2008;3;10;9;11;18;40,81;69,14;25;8,2;2,3;0,000
;2008;3;11;13;59;24;40,27;72,96;5;8,8;2,7;0,000
;2008;3;14;10;1;30;40,8;70,1;5;8,2;2,3;0,000
;2008;3;14;11;27;2;40,28;73,03;15;8,5;2,5;0,000
;2008;3;25;5;18;6;40;71,5;15;9,5;3,1;0,000
;2008;3;27;1;48;20;39,59;71,6;5;9,3;2,9;0,000
;2008;4;2;12;53;50;40,09;70,1;5;7;1,7;0,000
;2008;4;3;9;27;45;40;69,8;30;8,3;2,4;0,000
;2008;4;3;9;29;40;39,9;70,1;5;8,2;2,3;0,000
;2008;4;9;20;27;45;40,5;69,3;5;7;1,7;0,000
;2008;4;11;8;56;59;40,66;69,33;20;7,8;2,1;0,000
;2008;4;14;15;38;43;39,5;73,9;5;9;2,8;0,000
;2008;4;19;22;49;51;40,4;72,19;30;9,2;2,9;0,000
;2008;4;20;4;47;8;39,8;72,6;20;7,9;2,2;0,000
;2008;4;20;14;21;9;40,2;73;5;8,5;2,5;0,000
;2008;4;21;9;16;11;40,5;68,96;10;7,8;2,1;0,000
;2008;4;24;12;51;6;41,16;71,39;30;7,4;1,9;0,000
;2008;4;25;8;57;51;40,3;69,97;30;7,7;2,1;0,000
;2008;4;26;17;26;55;41,77;72,17;5;8,5;2,5;0,000
;2008;4;29;2;2;53;39,9;71,92;5;9,4;3,0;0,000
;2008;4;29;12;31;52;39,57;71,19;5;8,8;2,7;0,000
;2008;5;4;22;0;54;39,59;71,69;15;8,8;2,7;0,000
;2008;5;5;21;4;51;40,02;72,08;5;7,6;2,0;0,000
;2008;5;5;11;33;11;39,9;71,1;5;7,7;2,1;0,000
;2008;5;12;0;37;52;40,2;73;5;7,7;2,1;0,000
;2008;5;17;4;19;5;39,8;72,1;5;8,1;2,3;0,000
;2008;5;21;23;34;14;40,59;73,5;5;8,6;2,6;0,000
;2008;5;29;14;46;42;39,8;72,5;5;8,5;2,5;0,000
;2008;5;30;15;29;22;40,3;73;5;8,8;2,7;0,000
;2008;6;22;5;44;3;42,79;72,43;5;9,1;2,8;0,000
;2008;6;22;8;12;50;40,5;73,69;5;8,9;2,7;0,000
;2008;6;24;18;27;50;40,2;71;15;11,1;3,9;0,013
;2008;6;25;21;10;23;41,2;74;5;10,4;3,6;0,003
;2008;6;27;9;18;36;40,7;73,8;5;9,1;2,8;0,000
;2008;6;28;22;46;33;40,34;63,31;25;9,4;3,0;0,000
;2008;7;15;9;34;19;40,3;70,4;5;7,2;1,8;0,000
;2008;7;16;9;12;3;40,3;70,3;5;7,9;2,2;0,000
;2008;7;17;1;33;8;40,4;73,8;5;8;2,2;0,000
;2008;7;17;13;20;27;40,3;74;5;8,3;2,4;0,000
;2008;7;24;5;14;12;40,3;72,8;5;8,2;2,3;0,000
;2008;7;24;7;5;8;41,2;72,19;5;8,5;2,5;0,000
;2008;7;25;8;35;57;40,4;71,9;20;9,2;2,9;0,000
;2008;7;28;10;19;50;41,8;71,8;20;8,9;2,7;0,000
;2008;7;29;2;24;43;39,5;72,8;5;9,5;3,1;0,000
;2008;7;30;20;20;51;39,9;70,19;5;7,8;2,1;0,000
;2008;8;1;1;29;26;41,52;71,24;5;10,6;3,7;0,004
;2008;8;1;15;14;5;41,66;72,29;5;8,4;2,4;0,000
;2008;8;1;19;44;10;41,58;71,42;10;11;3,9;0,010
;2008;8;3;2;51;33;39,9;74;5;8;2,2;0,000
;2008;8;3;16;58;27;40,4;73,8;5;9,9;3,3;0,001
;2008;8;7;3;17;9;39,9;70,5;5;8,3;2,4;0,000
;2008;8;8;16;8;8;39,5;71,5;30;9,5;3,1;0,000
;2008;8;16;11;45;16;40,3;72,9;5;7,9;2,2;0,000
