;Year;Month;Day;H;M;S;Lat;Lon;Depth;K;Mag;Energy E, MJ(megajoul).
;2005;6;2;3;15;22;42,48;70,47;5;8,2;2,3;0,000
;2005;6;3;16;46;58;40,22;71,42;5;8,7;2,6;0,000
;2005;6;5;22;20;46;41,73;68,69;15;9,8;3,2;0,001
;2005;6;7;15;33;37;40,43;71,17;10;9,6;3,1;0,000
;2005;6;8;14;21;57;40,34;72,22;10;7,6;2,0;0,000
;2005;6;8;22;52;15;39,83;70,54;10;9,1;2,8;0,000
;2005;6;8;23;32;28;39,75;71,71;15;7,4;1,9;0,000
;2005;6;9;2;51;6;41,88;72,43;5;9,8;3,2;0,001
;2005;6;10;16;29;30;39,5;72,8;5;8,5;2,5;0,000
;2005;6;10;18;25;52;41,62;73,06;10;10,2;3,4;0,002
;2005;6;14;16;41;37;40,3;72,19;5;8;2,2;0,000
;2005;6;18;2;7;48;40,8;72,8;5;8,3;2,4;0,000
;2005;6;19;14;49;23;40,22;71,71;5;8,1;2,3;0,000
;2005;6;23;7;25;56;40,88;72,92;5;9,6;3,1;0,000
;2005;6;27;16;13;49;39,91;71,15;5;8,9;2,7;0,000
;2005;6;28;5;32;39;40,41;72,17;20;9,5;3,1;0,000
;2005;7;2;2;17;21;39,55;72,41;5;7,9;2,2;0,000
;2005;7;2;13;57;16;39,86;71,55;5;6,8;1,6;0,000
;2005;7;3;6;5;10;40,87;73,76;5;8,4;2,4;0,000
;2005;7;5;20;55;15;41,62;70,12;5;9,1;2,8;0,000
;2005;7;6;23;22;9;40,3;63,1;5;8,4;2,4;0,000
;2005;7;7;10;16;22;40,23;72,66;15;9,1;2,8;0,000
;2005;7;7;16;41;55;40,71;72,6;15;9,5;3,1;0,000
;2005;7;9;1;27;10;40,45;72,12;15;9,3;2,9;0,000
;2005;7;9;12;6;46;40,63;73,1;5;8,8;2,7;0,000
;2005;7;9;13;14;9;40,73;72,85;5;9;2,8;0,000
;2005;7;9;16;15;39;39,77;73,07;5;7,9;2,2;0,000
;2005;7;14;20;6;31;40,41;71,91;15;7,8;2,1;0,000
;2005;7;16;17;50;51;39,91;73,91;10;9,1;2,8;0,000
;2005;7;18;14;31;0;37,4;66;5;8,3;2,4;0,000
;2005;7;19;10;50;31;40,75;71,76;15;8,1;2,3;0,000
;2005;7;20;15;31;3;39,77;73,19;5;9,7;3,2;0,001
;2005;7;20;16;25;35;39,97;71,64;5;7,8;2,1;0,000
;2005;7;20;21;56;59;39,53;72,12;5;9;2,8;0,000
;2005;7;21;10;56;5;41,42;68,76;5;8,1;2,3;0,000
;2005;7;21;11;25;30;39,75;73,25;5;8,7;2,6;0,000
;2005;7;21;14;24;2;41,23;72,39;5;8,5;2,5;0,000
;2005;7;21;20;20;55;41,83;72,35;5;8,1;2,3;0,000
;2005;7;22;1;4;2;39,62;72,18;5;8;2,2;0,000
;2005;7;22;2;58;10;39,79;71,08;5;7,8;2,1;0,000
;2005;7;22;9;31;23;39,65;73,35;5;8,5;2,5;0,000
;2005;7;23;4;51;36;39,78;71,9;5;7,7;2,1;0,000
;2005;7;23;9;3;16;39,89;73,93;5;8,9;2,7;0,000
;2005;7;24;5;13;51;41,29;72,22;15;8,9;2,7;0,000
;2005;7;24;18;5;55;39,71;64,18;5;12,6;4,8;0,398
;2005;7;26;21;29;33;40,09;72;5;6,8;1,6;0,000
;2005;7;27;7;23;22;40,02;73,16;15;8,5;2,5;0,000
;2005;7;27;9;58;34;40,52;72,31;5;7,5;1,9;0,000
;2005;7;29;8;41;2;40,13;71,79;5;9,4;3,0;0,000
;2005;7;30;22;15;37;39,96;65,26;20;8,6;2,6;0,000
;2005;7;31;12;18;56;40,33;73,87;5;8,1;2,3;0,000
;2005;8;1;11;45;5;39,59;72,26;15;8,1;2,3;0,000
;2005;8;2;5;43;16;40,23;73,01;5;7,1;1,7;0,000
;2005;8;2;15;59;56;39,84;73,3;5;9,8;3,2;0,001
;2005;8;3;13;50;52;40,88;71,91;5;9,8;3,2;0,001
;2005;8;4;23;31;39;39,89;73,23;10;9,4;3,0;0,000
;2005;8;4;8;16;23;40,41;71,21;5;10,3;3,5;0,002
;2005;8;6;2;44;7;40,82;73,92;5;9,6;3,1;0,000
;2005;8;6;15;12;52;41,23;72,71;5;9,4;3,0;0,000
;2005;8;8;23;33;25;39,84;67,6;15;10,6;3,7;0,004
;2005;8;11;21;53;56;40,4;63,27;5;9,7;3,2;0,001
;2005;8;12;0;33;7;39,7;72;5;7;1,7;0,000
;2005;8;12;1;9;58;39,8;72;5;7;1,7;0,000
;2005;8;12;4;58;23;39,8;72,4;5;7,4;1,9;0,000
;2005;8;12;14;28;35;39,8;72,5;5;7,7;2,1;0,000
;2005;8;13;1;24;2;40,32;73,31;5;8;2,2;0,000
;2005;8;14;23;6;42;40,8;73,1;5;8,1;2,3;0,000
;2005;8;15;9;48;51;41,18;73,29;5;7,8;2,1;0,000
;2005;8;18;3;55;13;39,55;72,51;15;10,8;3,8;0,006
;2005;8;19;2;38;47;40,59;73,15;5;7,7;2,1;0,000
;2005;8;20;14;17;31;40,39;64,97;15;10;3,3;0,001
;2005;8;21;17;28;49;39,54;72,94;5;9,2;2,9;0,000
;2005;8;22;13;48;53;40,89;68,8;5;8,1;2,3;0,000
;2005;8;23;1;8;45;40,9;73,89;5;7,9;2,2;0,000
;2005;8;29;4;48;5;39,48;73,48;5;8,3;2,4;0,000
;2005;8;30;5;30;32;40,02;71,82;5;7,2;1,8;0,000
;2005;8;31;22;58;45;39,74;70,43;5;9,2;2,9;0,000
;2005;9;1;1;29;51;39,38;66,44;5;8,6;2,6;0,000
;2005;9;1;1;58;5;37,8;67,5;5;8,9;2,7;0,000
;2005;9;1;21;51;46;41,6;69,4;5;9;2,8;0,000
;2005;9;2;10;33;40;40,4;63,36;5;9,6;3,1;0,000
;2005;9;5;19;44;5;41,4;68,66;15;8,4;2,4;0,000
;2005;9;6;8;9;14;40,03;71,37;15;8,1;2,3;0,000
;2005;9;7;7;11;5;38,45;68,81;10;8,8;2,7;0,000
;2005;9;8;1;5;28;40,75;73,68;5;8,8;2,7;0,000
;2005;9;8;1;35;1;40,72;73,76;5;8,4;2,4;0,000
;2005;9;8;6;27;59;40,7;73,69;5;8,6;2,6;0,000
;2005;9;8;9;10;6;40,75;73,71;5;8,3;2,4;0,000
;2005;9;8;17;52;7;40,8;73,79;5;9,1;2,8;0,000
;2005;9;8;18;19;56;40,75;73,72;10;8,5;2,5;0,000
;2005;9;9;16;57;11;41,54;71,62;15;8,7;2,6;0,000
;2005;9;9;20;38;26;40,75;73,69;5;8,4;2,4;0,000
;2005;9;10;1;0;52;39,75;70,31;10;8,6;2,6;0,000
;2005;9;10;14;58;16;41,57;71,8;5;7,8;2,1;0,000
;2005;9;12;1;29;26;40,75;73,3;5;8,1;2,3;0,000
;2005;9;13;4;54;49;41,88;72,51;5;8,6;2,6;0,000
;2005;9;15;6;56;5;38,5;67;5;8,6;2,6;0,000
;2005;9;15;3;15;58;40,22;72,08;10;7,9;2,2;0,000
;2005;9;15;7;13;32;39,4;67;5;8,7;2,6;0,000
;2005;9;15;18;51;17;38,58;67,76;15;8,6;2,6;0,000
;2005;9;16;10;1;39;40;73,19;5;8,3;2,4;0,000
;2005;9;16;10;38;24;40,57;72,15;5;7,9;2,2;0,000
;2005;9;16;10;49;54;40,22;72,08;5;8,1;2,3;0,000
;2005;9;19;9;43;52;40,3;72,04;15;8,5;2,5;0,000
;2005;9;19;19;52;41;39,74;73,41;5;8,6;2,6;0,000
;2005;9;19;3;28;17;39,77;67,69;15;8,6;2,6;0,000
;2005;9;21;6;58;24;40,41;73,58;5;8,3;2,4;0,000
;2005;9;21;7;18;32;41,32;73,43;5;8,9;2,7;0,000
;2005;9;21;11;27;26;40,75;69,83;5;7,6;2,0;0,000
;2005;9;24;15;15;27;40,4;73,31;10;9,8;3,2;0,001
;2005;9;26;8;22;12;40,74;73;5;9,1;2,8;0,000
;2005;9;26;20;21;53;41,2;67,94;5;12;4,4;0,100
;2005;9;27;21;59;58;40,5;63,6;5;9;2,8;0,000
;2005;10;4;18;26;43;42,44;67,85;5;8,6;2,6;0,000
;2005;10;6;0;39;55;41,14;73,2;5;9,1;2,8;0,000
;2005;10;6;12;38;54;41,52;73;5;9,1;2,8;0,000
;2005;10;7;11;17;32;40,38;63,47;5;9,7;3,2;0,001
;2005;10;7;16;39;44;39,89;72,13;5;8,6;2,6;0,000
;2005;10;10;19;28;0;40,41;63,4;5;9,4;3,0;0,000
;2005;10;16;10;11;38;40,57;72,67;5;8,8;2,7;0,000
;2005;10;16;10;54;54;39,77;70,55;5;10,4;3,6;0,003
;2005;10;16;11;41;40;39,52;71,67;5;8,6;2,6;0,000
;2005;10;21;2;10;59;40,75;73,27;5;8,8;2,7;0,000
;2005;10;22;7;30;32;41,84;68,83;5;9;2,8;0,000
;2005;10;22;10;30;48;39,76;70,28;5;8,6;2,6;0,000
;2005;10;27;15;40;30;40,12;71,02;5;9,1;2,8;0,000
;2005;11;3;18;18;23;39,51;69,29;5;9;2,8;0,000
;2005;11;10;23;52;41;40,57;70,28;15;8,6;2,6;0,000
;2005;11;12;11;28;34;37,67;65,98;15;8,9;2,7;0,000
;2005;11;13;10;47;39;41,27;69,68;5;8,7;2,6;0,000
;2005;11;17;21;42;27;40,32;73,01;15;9,8;3,2;0,001
;2005;11;21;21;44;27;41,99;73,02;5;9,3;2,9;0,000
;2005;11;26;13;9;39;41,51;73,34;15;9;2,8;0,000
;2005;11;26;22;55;58;39,68;72,98;5;9,5;3,1;0,000
;2005;11;28;7;21;21;39,98;69,57;15;9,6;3,1;0,000
;2005;11;29;16;52;54;41,31;68,57;15;8,9;2,7;0,000
;2005;12;1;16;11;46;40,14;69,66;5;9,2;2,9;0,000
;2005;12;1;20;8;14;40,39;71,95;15;8,6;2,6;0,000
;2005;12;2;20;2;26;40,84;73,94;5;8,6;2,6;0,000
;2005;12;7;5;43;38;40,71;73,93;5;9;2,8;0,000
;2005;12;9;23;23;37;41,63;72,72;5;9,4;3,0;0,000
;2005;12;12;8;22;14;40,82;73,12;10;8,6;2,6;0,000
;2005;12;16;19;53;0;39,55;72,73;15;8,8;2,7;0,000
;2005;12;24;6;31;7;40,93;71,25;15;9,4;3,0;0,000
;2005;12;26;12;12;23;40,81;73,26;10;8,6;2,6;0,000
;2005;12;27;10;45;25;41,13;73,16;5;11;3,9;0,010
;2005;12;27;16;24;28;40,08;71,99;5;8,7;2,6;0,000
;2005;12;29;20;21;26;39,65;73,7;5;9,1;2,8;0,000
;2005;12;31;5;58;2;40,14;73,98;5;8,9;2,7;0,000
;2006;1;1;16;51;54;41,43;72,38;10;8,2;2,3;0,000
;2006;1;2;14;9;54;40,5;73,3;5;8,4;2,4;0,000
;2006;1;3;1;31;50;40,7;73,26;5;8,1;2,3;0,000
;2006;1;4;2;34;43;39,59;71,57;5;9,1;2,8;0,000
;2006;1;4;4;13;26;40,91;73,4;10;8,4;2,4;0,000
;2006;1;7;11;4;42;40,07;71,02;5;7,8;2,1;0,000
;2006;1;7;23;14;5;39,55;73,55;5;11,6;4,2;0,040
;2006;1;8;0;10;33;39,74;73,89;10;7,4;1,9;0,000
;2006;1;10;12;59;51;40,17;71,4;5;9,6;3,1;0,000
;2006;1;13;14;2;1;40,99;72,38;5;7,3;1,8;0,000
;2006;1;15;13;38;18;41,43;71,99;10;7,8;2,1;0,000
;2006;1;16;1;35;7;41,03;71,43;5;9,4;3,0;0,000
;2006;1;16;11;15;44;42,18;68,74;10;9;2,8;0,000
;2006;1;17;13;0;58;39,55;72,37;5;7,8;2,1;0,000
;2006;1;18;2;22;21;41,49;73,04;5;8,6;2,6;0,000
;2006;1;19;17;9;57;39,86;70,52;15;8,9;2,7;0,000
;2006;1;22;19;31;52;42,11;71,15;5;8,6;2,6;0,000
;2006;1;23;19;25;43;40,44;72,02;15;9,5;3,1;0,000
;2006;1;23;22;44;56;40,48;71,97;5;7,3;1,8;0,000
;2006;1;24;5;16;54;39,63;71,81;5;8,6;2,6;0,000
;2006;1;25;4;23;38;40,46;71,84;20;8;2,2;0,000
;2006;1;27;18;58;49;39,91;73,55;5;9,2;2,9;0,000
;2006;1;28;5;0;43;39,69;71,99;5;8,9;2,7;0,000
;2006;1;28;23;18;42;39,79;71,53;10;7;1,7;0,000
;2006;1;31;2;39;0;39,6;71,2;5;8;2,2;0,000
;2006;2;5;7;11;2;42,3;71,6;5;8,4;2,4;0,000
;2006;2;6;5;12;38;40,56;73,36;15;8,1;2,3;0,000
;2006;2;7;14;14;6;40,6;73,84;5;9;2,8;0,000
;2006;2;7;5;5;14;39,81;71,76;5;7,8;2,1;0,000
;2006;2;7;15;22;44;40,5;63,5;5;9,4;3,0;0,000
;2006;2;8;4;48;24;41,32;69,58;15;8,4;2,4;0,000
;2006;2;8;21;43;39;40,6;73,54;5;8;2,2;0,000
;2006;2;9;22;35;59;40,26;73,2;10;8,3;2,4;0,000
;2006;2;14;10;53;40;40,94;72,27;15;8,7;2,6;0,000
;2006;2;18;15;9;26;39,99;71,62;5;8,1;2,3;0,000
;2006;2;19;17;55;32;39,5;72,09;5;8,6;2,6;0,000
;2006;2;20;2;22;12;40,14;72,03;10;10,5;3,6;0,003
;2006;2;20;6;24;1;40,11;71,91;5;7,8;2,1;0,000
;2006;2;21;6;5;0;40;71,26;5;8,2;2,3;0,000
;2006;2;21;21;1;14;40,26;72,09;5;8,4;2,4;0,000
;2006;2;23;9;30;21;39,94;71,99;5;8,1;2,3;0,000
;2006;2;24;3;40;22;42,2;70,6;5;8,8;2,7;0,000
;2006;2;24;12;52;16;39,75;73,15;5;8,6;2,6;0,000
;2006;2;26;22;56;26;41,74;71,6;5;8,5;2,5;0,000
;2006;2;27;8;14;14;40,05;71,54;5;6,9;1,6;0,000
;2006;2;27;9;29;24;39,77;71,13;5;8,1;2,3;0,000
;2006;2;28;19;54;42;39,53;72,68;5;9,9;3,3;0,001
;2006;2;28;22;56;45;40,06;72,12;5;7,5;1,9;0,000
;2006;3;1;16;46;27;42,17;70,24;15;9,4;3,0;0,000
;2006;3;4;23;13;3;41,03;69,36;5;8,9;2,7;0,000
;2006;3;5;11;34;8;40,3;71,1;5;8,1;2,3;0,000
;2006;3;7;2;47;8;39,58;71,79;5;8,6;2,6;0,000
;2006;3;7;18;10;41;41,17;73,36;5;8,3;2,4;0,000
;2006;3;7;22;49;23;40,3;63,4;5;11;3,9;0,010
;2006;3;8;0;58;0;40,5;63,6;5;8,9;2,7;0,000
;2006;3;10;3;0;3;41,18;72,78;10;8,2;2,3;0,000
;2006;3;14;12;58;49;40,96;73,27;15;8,3;2,4;0,000
;2006;3;15;4;28;49;41,61;73,22;15;8,6;2,6;0,000
;2006;3;16;23;22;17;40,2;72,65;15;7,9;2,2;0,000
;2006;3;18;23;56;44;40,98;72,82;5;9,4;3,0;0,000
;2006;3;19;23;3;26;40,58;72,93;5;8,7;2,6;0,000
;2006;3;21;11;46;7;38,3;65,7;5;9,2;2,9;0,000
;2006;3;23;14;59;10;39,96;71,49;5;7,5;1,9;0,000
;2006;3;26;4;58;52;40,5;63,2;5;9,1;2,8;0,000
;2006;3;27;9;49;31;41,98;72,44;5;9,8;3,2;0,001
;2006;3;27;11;14;10;41,07;72,56;20;7,8;2,1;0,000
;2006;3;28;18;44;48;39,51;72,31;5;8;2,2;0,000
;2006;3;30;13;45;13;41,76;72,66;10;7,4;1,9;0,000
;2006;3;31;5;18;9;42,47;70,61;5;9,8;3,2;0,001
;2006;4;2;7;7;14;38,99;71,25;5;8,6;2,6;0,000
;2006;4;2;7;53;3;40,5;63,4;5;9,9;3,3;0,001
;2006;4;3;20;12;6;40,33;73,06;5;9,2;2,9;0,000
;2006;4;5;18;59;34;40,01;72,78;5;8,9;2,7;0,000
;2006;4;6;9;55;59;38,7;68,3;10;8,1;2,3;0,000
;2006;4;11;15;42;20;40,26;71,99;15;9,4;3,0;0,000
;2006;4;12;6;25;30;39,64;73,67;5;8;2,2;0,000
;2006;4;15;18;55;12;40,67;73,47;5;8;2,2;0,000
;2006;4;15;19;1;58;39,78;74,18;10;8,2;2,3;0,000
;2006;4;16;22;20;25;39,76;69,25;15;8,9;2,7;0,000
;2006;4;17;2;58;7;40,13;69,73;5;8,5;2,5;0,000
;2006;4;19;14;15;46;40,93;72,01;5;8,2;2,3;0,000
;2006;4;19;18;49;45;40,62;73,77;5;7,9;2,2;0,000
;2006;4;20;5;54;7;40,07;72,38;15;8,3;2,4;0,000
;2006;4;20;5;54;7;40,07;72,38;15;8,3;2,4;0,000
;2006;4;21;1;6;58;41,31;71,23;5;8,6;2,6;0,000
;2006;4;23;1;14;57;40,29;72,16;5;8,3;2,4;0,000
;2006;4;25;13;38;25;42,57;69,74;10;8,7;2,6;0,000
;2006;4;27;17;20;52;41;72,55;10;8,3;2,4;0,000
;2006;4;29;21;28;15;39,7;71,34;15;10,2;3,4;0,002
;2006;4;30;15;21;7;40,3;63,5;5;9,2;2,9;0,000
;2006;5;1;0;39;28;42,04;69,52;5;10,8;3,8;0,006
;2006;5;1;0;59;10;42;69,5;5;11,3;4,1;0,020
;2006;5;1;14;27;16;40,86;65,32;10;9,1;2,8;0,000
;2006;5;2;1;30;59;40,67;73,05;15;8,4;2,4;0,000
;2006;5;2;13;31;29;40,75;72,37;10;8,5;2,5;0,000
;2006;5;5;22;28;26;41,34;71,8;15;8,1;2,3;0,000
;2006;5;6;15;41;17;40,73;72,97;5;8;2,2;0,000
;2006;5;7;1;58;26;40,63;73,6;5;9,2;2,9;0,000
;2006;5;7;20;54;50;39,78;72,1;5;8,8;2,7;0,000
;2006;5;11;20;0;11;39,93;69,98;10;9,3;2,9;0,000
;2006;5;13;1;20;26;40,78;72,4;5;8,3;2,4;0,000
;2006;5;14;15;19;25;40,59;72,92;5;9,7;3,2;0,001
;2006;5;15;14;39;56;40,31;72,83;15;8,3;2,4;0,000
;2006;5;16;13;13;15;40,16;73,83;10;8,8;2,7;0,000
;2006;5;24;7;49;38;39,61;69,87;15;7,8;2,1;0,000
;2006;5;27;19;3;27;40,65;72,01;5;8,4;2,4;0,000
;2006;5;29;15;42;33;40,9;73,54;15;7,9;2,2;0,000
;2006;6;4;16;50;15;38,63;70,48;5;9,6;3,1;0,000
;2006;6;4;18;46;15;40,37;71,06;5;8,2;2,3;0,000
;2006;6;4;22;5;10;37,8;68,1;10;9,4;3,0;0,000
;2006;6;8;15;14;38;39,97;70,8;5;9,3;2,9;0,000
;2006;6;9;10;0;21;40,05;70,83;5;7,6;2,0;0,000
;2006;6;9;17;0;32;40,1;70,9;5;7,6;2,0;0,000
;2006;6;10;12;51;2;39,68;73,91;15;9,4;3,0;0,000
;2006;6;11;4;43;15;39,55;73,35;15;7,9;2,2;0,000
;2006;6;12;6;1;11;39,52;72,78;5;8,3;2,4;0,000
;2006;6;12;14;8;26;40,09;72,49;15;8,6;2,6;0,000
;2006;6;13;23;30;43;39,95;72,84;15;8,2;2,3;0,000
;2006;6;14;23;43;41;39,67;72,89;15;7,9;2,2;0,000
;2006;6;15;14;56;30;40,06;72,49;15;8,7;2,6;0,000
;2006;6;15;17;45;6;40,46;72,77;5;7,9;2,2;0,000
;2006;6;18;3;40;29;40,55;72,87;5;8,1;2,3;0,000
;2006;6;18;17;53;8;40,51;73,47;5;8,1;2,3;0,000
;2006;6;18;23;44;34;40,02;73,23;15;8,1;2,3;0,000
;2006;6;19;1;6;23;40;68,77;5;9,6;3,1;0,000
;2006;6;19;4;29;56;39,58;73,9;15;8,8;2,7;0,000
;2006;6;20;5;9;53;40,54;72,77;5;8;2,2;0,000
;2006;6;23;6;46;44;40,35;72,04;5;7,8;2,1;0,000
;2006;6;23;15;59;4;40,17;69,77;5;8,3;2,4;0,000
;2006;6;23;17;41;48;41,73;71,62;15;8,3;2,4;0,000
;2006;6;24;23;46;17;39,1;67,84;10;9,3;2,9;0,000
;2006;6;29;20;21;0;39,95;71,55;5;7,4;1,9;0,000
;2006;6;29;21;48;7;39,67;72,59;15;10,4;3,6;0,003
;2006;6;30;21;47;29;39,55;72,5;5;7,8;2,1;0,000
;2006;7;3;4;32;19;41,22;72,04;15;9,2;2,9;0,000
;2006;7;4;1;33;17;40,72;72,75;5;8,9;2,7;0,000
;2006;7;5;17;23;52;40,63;72,53;10;8,1;2,3;0,000
;2006;7;6;6;26;8;39,55;71,49;5;11;3,9;0,010
;2006;7;7;6;18;28;42,05;69,18;15;8,8;2,7;0,000
;2006;7;8;18;58;17;41,75;72,55;5;10;3,3;0,001
;2006;7;8;19;10;43;40,51;72,36;5;8,3;2,4;0,000
;2006;7;9;7;35;40;40,6;72,7;5;9;2,8;0,000
;2006;7;10;11;10;27;39,6;72;5;9;2,8;0,000
;2006;7;13;13;19;31;41,03;73,72;5;8,4;2,4;0,000
;2006;7;14;5;22;5;40,28;72,06;5;7,4;1,9;0,000
;2006;7;14;20;16;1;40,4;63,5;5;9,3;2,9;0,000
;2006;7;17;0;18;28;40,96;71,49;5;7,4;1,9;0,000
;2006;7;19;8;34;18;39,69;71,88;15;8,7;2,6;0,000
;2006;7;20;7;26;40;40,96;72,53;5;8,5;2,5;0,000
;2006;7;20;10;32;10;40,75;73,96;5;8,8;2,7;0,000
;2006;7;20;14;13;19;39,91;72,83;5;9,1;2,8;0,000
;2006;7;20;19;7;58;39,61;72,68;5;8;2,2;0,000
;2006;7;21;17;0;55;41,6;72,87;5;9,2;2,9;0,000
;2006;7;21;17;10;18;41,62;72,76;5;8,4;2,4;0,000
;2006;7;24;15;53;47;41,45;73,01;5;9,8;3,2;0,001
;2006;7;25;1;58;50;40,48;73,92;5;9,5;3,1;0,000
;2006;7;29;1;52;3;40,62;72,84;5;8,4;2,4;0,000
;2006;7;30;11;48;13;41,61;72,85;15;11,5;4,2;0,032
;2006;7;30;13;13;39;41,53;72,65;5;9,8;3,2;0,001
;2006;7;30;15;18;58;41,51;72,36;5;7,9;2,2;0,000
;2006;7;31;3;33;18;41,37;72,55;5;10,1;3,4;0,001
;2006;7;31;8;21;16;41,91;72,75;10;7,7;2,1;0,000
;2006;8;2;5;15;16;41,94;72,45;5;8,4;2,4;0,000
;2006;8;2;16;31;58;39,7;73,92;5;8,4;2,4;0,000
;2006;8;2;21;17;17;39,6;71,79;15;10,1;3,4;0,001
;2006;8;3;16;46;40;40,33;73,56;5;11,1;3,9;0,013
;2006;8;4;17;21;58;41,04;72,62;15;8,4;2,4;0,000
;2006;8;6;18;25;47;41,6;71,19;15;9,6;3,1;0,000
;2006;8;11;6;28;13;41,29;68,82;15;9,4;3,0;0,000
;2006;8;12;0;7;37;39,56;73,45;5;9,6;3,1;0,000
;2006;8;12;1;50;6;39,96;73,98;15;7,8;2,1;0,000
;2006;8;12;17;40;15;40,64;73,34;15;9,7;3,2;0,001
;2006;8;13;5;51;21;41,43;72,67;5;9;2,8;0,000
;2006;8;13;6;10;13;41,41;72,57;10;11,3;4,1;0,020
;2006;8;13;8;18;8;39,5;73,46;5;8,8;2,7;0,000
;2006;8;13;10;1;15;41,64;72,75;10;7,8;2,1;0,000
;2006;8;14;2;32;47;41,56;72,9;5;10,4;3,6;0,003
;2006;8;17;4;2;35;41,77;72,63;5;8,5;2,5;0,000
;2006;8;21;6;36;46;40,29;73,05;5;8,8;2,7;0,000
;2006;8;21;17;22;35;40,45;71,39;5;8,7;2,6;0,000
;2006;8;21;19;58;20;41,49;72,35;5;8,2;2,3;0,000
;2006;8;24;6;26;12;40,02;70,68;15;7,4;1,9;0,000
;2006;8;24;16;40;0;39,7;72,66;5;8,5;2,5;0,000
;2006;8;25;22;5;36;41,32;73,22;5;9,4;3,0;0,000
;2006;8;26;4;48;9;39,5;72,5;5;9,6;3,1;0,000
;2006;8;26;4;51;9;39,51;72,59;5;9,2;2,9;0,000
;2006;8;28;3;27;40;39,68;72,87;5;9,8;3,2;0,001
;2006;8;29;7;54;13;41,59;72,68;10;9,7;3,2;0,001
;2006;8;30;5;7;45;40,77;73,26;5;8,3;2,4;0,000
;2006;9;1;21;26;30;41,9;70,99;5;10,1;3,4;0,001
;2006;9;2;5;34;31;40,52;72,29;15;7,7;2,1;0,000
;2006;9;3;20;52;55;39,81;72,04;5;7,5;1,9;0,000
;2006;9;7;21;19;22;40,51;72,8;5;7,8;2,1;0,000
;2006;9;8;17;11;23;40,62;72,44;15;8,2;2,3;0,000
;2006;9;8;20;54;52;41,08;71,93;10;7,2;1,8;0,000
;2006;9;9;0;29;40;41,94;73,49;10;8,4;2,4;0,000
;2006;9;9;16;55;44;39,71;73,05;5;7,9;2,2;0,000
;2006;9;11;23;24;37;39,68;73,83;5;9,4;3,0;0,000
;2006;9;13;20;32;52;42,26;69,96;5;9,6;3,1;0,000
;2006;9;14;15;32;33;40,03;72,98;5;9,8;3,2;0,001
;2006;9;15;14;28;37;41,01;72,92;5;8,3;2,4;0,000
;2006;9;17;11;7;34;39,72;72,76;5;8,4;2,4;0,000
;2006;9;19;13;29;0;39,5;71,8;5;10,9;3,8;0,008
;2006;9;21;0;24;9;40,68;73,13;5;8,4;2,4;0,000
;2006;9;22;9;0;34;40,14;71,47;10;7,8;2,1;0,000
;2006;9;22;10;43;22;39,99;72,19;5;7,9;2,2;0,000
;2006;9;22;23;21;10;39,56;71,25;5;8,2;2,3;0,000
;2006;9;22;23;31;26;40,72;72,57;10;8;2,2;0,000
;2006;9;25;11;8;9;41,68;71,58;5;8,6;2,6;0,000
;2006;9;26;19;20;54;39,53;73,22;5;8;2,2;0,000
;2006;9;27;8;23;52;41,9;71,67;15;8,7;2,6;0,000
;2006;9;28;4;12;33;40,32;69,85;5;7,6;2,0;0,000
;2006;9;29;6;12;38;40,95;68,85;5;9;2,8;0,000
;2006;9;29;11;6;24;40,31;72,17;15;7,6;2,0;0,000
;2006;10;1;10;43;40;39,5;72,88;15;9;2,8;0,000
;2006;10;4;4;19;38;39,81;72,73;15;10,2;3,4;0,002
;2006;10;4;7;23;47;39,56;73,66;15;7,8;2,1;0,000
;2006;10;5;17;11;57;41,25;72,23;5;7,6;2,0;0,000
;2006;10;5;21;8;34;40,24;69,71;5;8,4;2,4;0,000
;2006;10;5;22;49;30;40,94;72,44;5;7,9;2,2;0,000
;2006;10;6;10;25;22;41,56;73,08;5;9;2,8;0,000
;2006;10;7;0;52;25;40,33;70,68;5;8,9;2,7;0,000
;2006;10;7;13;4;11;40,75;70,14;5;8,1;2,3;0,000
;2006;10;10;17;16;0;39,52;73,37;5;9,1;2,8;0,000
;2006;10;11;8;18;58;40,15;70,88;5;8,2;2,3;0,000
;2006;10;11;11;9;24;40,1;70,9;5;9;2,8;0,000
;2006;10;12;8;28;38;41,37;69,05;10;7,6;2,0;0,000
;2006;10;17;9;9;34;39,87;71,61;5;8,3;2,4;0,000
;2006;10;20;14;21;55;39,63;72,99;5;8,4;2,4;0,000
;2006;10;21;12;28;53;40,5;63,5;5;9,1;2,8;0,000
;2006;10;21;19;10;13;39,69;71,68;5;7,6;2,0;0,000
;2006;10;24;16;0;41;40,81;63,11;5;8,4;2,4;0,000
;2006;10;26;22;16;41;41,76;72,22;15;8,4;2,4;0,000
;2006;10;30;9;1;5;39,57;71,14;5;8,4;2,4;0,000
;2006;10;30;23;36;41;41,02;72,8;5;10;3,3;0,001
;2006;10;31;7;5;48;40,28;72,05;5;7,4;1,9;0,000
;2006;10;31;23;25;57;40,57;73,62;15;8,3;2,4;0,000
;2006;10;31;23;50;33;40,56;73,7;15;8;2,2;0,000
;2006;11;3;20;41;39;40,74;73,21;5;7,8;2,1;0,000
;2006;11;4;9;57;7;41,54;72,92;5;9,3;2,9;0,000
;2006;11;9;22;27;10;40,75;71,24;5;8;2,2;0,000
